state,lga,ward
Ekiti,Ekiti south west,Igbara odo i
Ekiti,Ekiti south west,Igbara odo ii
Ekiti,Ekiti south west,Ilawe iii
Ekiti,Ekiti south west,Ilawe iv
Ekiti,Ekiti south west,Ilawe v
Ekiti,Ekiti south west,Ilawe i
Ekiti,Ekiti south west,Ilawe ii
Ekiti,Ekiti south west,Ilawe vi
Ekiti,Ekiti south west,Ilawe vii
Ekiti,Ekiti south west,Ogotun i
Ekiti,Ekiti south west,Ogotun ii
Ekiti,Ekiti west,Aramoko i
Ekiti,Ekiti west,Aramoko ii
Ekiti,Ekiti west,Aramoko iii / erio
Ekiti,Ekiti west,Erijiyan i
Ekiti,Ekiti west,Erijiyan ii
Ekiti,Ekiti west,Ido ajinare
Ekiti,Ekiti west,Ikogosi
Ekiti,Ekiti west,Ipole iloro
Ekiti,Ekiti west,Okemesi i
Ekiti,Ekiti west,Okemesi ii
Ekiti,Ekiti west,Okemesi iii
Ekiti,Emure,Ida mudu ii
Ekiti,Emure,Idamudu i
Ekiti,Emure,Odo - emure i
Ekiti,Emure,Odo - emure ii
Ekiti,Emure,Odo - emure iii
Ekiti,Emure,Odo - emure iv
Ekiti,Emure,Ogbontioro i
Ekiti,Emure,Ogbontioro ii
Ekiti,Emure,Oke emure i
Ekiti,Emure,Oke emure ii
Ekiti,Gbonyin,Adegba i
Ekiti,Gbonyin,Adegba ii
Ekiti,Gbonyin,Agbado
Ekiti,Gbonyin,Egbe / iro
Ekiti,Gbonyin,Ijan
Ekiti,Gbonyin,Iluomoba
Ekiti,Gbonyin,Imesi
Ekiti,Gbonyin,Ode i
Ekiti,Gbonyin,Ode ii
Ekiti,Gbonyin,Ode iii
Ekiti,Ido / osi,Ayetoro i
Ekiti,Ido / osi,Ayetoro ii
Ekiti,Ido / osi,Ido i
Ekiti,Ido / osi,Ido ii
Ekiti,Ido / osi,Ifaki i
Ekiti,Ido / osi,Ifaki ii
Ekiti,Ido / osi,Igbole / ifisin / aaye
Ekiti,Ido / osi,Ilogbo
Ekiti,Ido / osi,Orin / ora
Ekiti,Ido / osi,Osi
Ekiti,Ido / osi,Usi
Ekiti,Ijero,Ekamarun ward 'a'
Ekiti,Ijero,Ekamarun ward 'b'
Ekiti,Ijero,"Ijero ward ""a"""
Ekiti,Ijero,"Ijero ward ""b"""
Ekiti,Ijero,Ijero ward 'c'
Ekiti,Ijero,Ijero ward 'd'
Ekiti,Ijero,Ikoro ward 'a'
Ekiti,Ijero,Iloro / ijunrin ward 'b'
Ekiti,Ijero,Iloro ward 'a'
Ekiti,Ijero,Ipoti / odo owa ward 'c'
Ekiti,Ijero,Ipoti ward 'a'
Ekiti,Ijero,Ipoti ward 'b'
Ekiti,Ikere,Afao / kajola / ayetoro
Ekiti,Ikere,Agbado / oyo
Ekiti,Ikere,Are araromi
Ekiti,Ikere,Atiba/aafin
Ekiti,Ikere,Idemo
Ekiti,Ikere,Ilapetu / ijao
Ekiti,Ikere,Odose
Ekiti,Ikere,Ogbonjana
Ekiti,Ikere,Oke - osun
Ekiti,Ikere,Okeruku
Ekiti,Ikere,Ugele / aroku
Ekiti,Ikole,Araromi / bolorunduro
Ekiti,Ikole,Ijesa isu
Ekiti,Ikole,Ikole east
Ekiti,Ikole,Ikole north
Ekiti,Ikole,Ikole south
Ekiti,Ikole,Ikole west i
Ekiti,Ikole,Ikole west ii
Ekiti,Ikole,Ipao / oke ako / irele
Ekiti,Ikole,Itapaji / iyemero
Ekiti,Ikole,Odo ayedun i
Ekiti,Ikole,Odo ayedun / ayebode
Ekiti,Ikole,Oke ayedun / ---
Ekiti,Ilejemeje,Eda oniyo
Ekiti,Ilejemeje,Ewu
Ekiti,Ilejemeje,Ijesamodu
Ekiti,Ilejemeje,Iludun i
Ekiti,Ilejemeje,Iludun ii
Ekiti,Ilejemeje,Ipere
Ekiti,Ilejemeje,Iye i
Ekiti,Ilejemeje,Iye ii
Ekiti,Ilejemeje,Iye iii
Ekiti,Ilejemeje,Obada
Ekiti,Irepodun / ifelodun,Afao
Ekiti,Irepodun / ifelodun,Are
Ekiti,Irepodun / ifelodun,Awo
Ekiti,Irepodun / ifelodun,Igbemo
Ekiti,Irepodun / ifelodun,Igede i
Ekiti,Irepodun / ifelodun,Igede ii
Ekiti,Irepodun / ifelodun,Igede iii
Ekiti,Irepodun / ifelodun,Iropora / esure / eyio
Ekiti,Irepodun / ifelodun,Iworoko
Ekiti,Irepodun / ifelodun,Iyin i
Ekiti,Irepodun / ifelodun,Iyin ii
Ekiti,Ise / orun,Erinwa i
Ekiti,Ise / orun,Erinwa ii
Ekiti,Ise / orun,Odo ise i
Ekiti,Ise / orun,Odo ise ii
Ekiti,Ise / orun,Odo ise iii
Ekiti,Ise / orun,Oraye iii
Ekiti,Ise / orun,Oraye i
Ekiti,Ise / orun,Oraye ii
Ekiti,Ise / orun,Orun i
Ekiti,Ise / orun,Orun ii
Ekiti,Moba,Erinmope i
Ekiti,Moba,Erinmope ii
Ekiti,Moba,Igogo i
Ekiti,Moba,Igogo ii
Ekiti,Moba,Ikun i
Ekiti,Moba,Ikun ii
Ekiti,Moba,Osan
Ekiti,Moba,Osun
Ekiti,Moba,Otun i
Ekiti,Moba,Otun ii
Ekiti,Moba,Otun iii
Ekiti,Oye,Ayede north
Ekiti,Oye,Ayede south itaji
Ekiti,Oye,Ayegbaju
Ekiti,Oye,Ilupeju i
Ekiti,Oye,Ilupeju ii
Ekiti,Oye,Ire i
Ekiti,Oye,Ire ii
Ekiti,Oye,Isan / ilafon / ilemeso
Ekiti,Oye,Itapa / osin
Ekiti,Oye,Omu oke / omu odo / ijelu
Ekiti,Oye,Oye i
Ekiti,Oye,Oye ii
Enugu,Aninri,Mpu
Enugu,Aninri,Ndeabo
Enugu,Aninri,Nnenwe i
Enugu,Aninri,Nnenwe ii
Enugu,Aninri,Nnenwe iii
Enugu,Aninri,Oduma i
Enugu,Aninri,Oduma ii
Enugu,Aninri,Oduma iii
Enugu,Aninri,Oduma iv
Enugu,Aninri,Okpanku
Enugu,Awgu,Agbogugu
Enugu,Awgu,Anikenano/ugwueme
Enugu,Awgu,Awgu i
Enugu,Awgu,Awgu ii
Enugu,Awgu,Ihe
Enugu,Awgu,Isu awa/ogugu/agbudu/ituku
Enugu,Awgu,Mgbidi/mmaku
Enugu,Awgu,Mgbowo
Enugu,Awgu,Obeagu
Enugu,Awgu,Ogbaku
Enugu,Awgu,Owelli/amoli/ugbo/ogugu
Enugu,Enugu east,Abakpa i
Enugu,Enugu east,Abakpa ii
Enugu,Enugu east,Amorji
Enugu,Enugu east,Ibagwa-nike/edem
Enugu,Enugu east,Mbulu-njodo east
Enugu,Enugu east,Mbulu-njodo west
Enugu,Enugu east,Mbuluiyiukwu
Enugu,Enugu east,Mbuluowehe
Enugu,Enugu east,Trans-ekulu
Enugu,Enugu east,Ugwugo nike
Enugu,Enugu east,Umuchigbo
Enugu,Enugu east,Umuenwene
Enugu,Enugu north,Asata township
Enugu,Enugu north,China town
Enugu,Enugu north,G.r.a
Enugu,Enugu north,Gui newlayout
Enugu,Enugu north,Ihewuzi
Enugu,Enugu north,Independence layout
Enugu,Enugu north,New haven
Enugu,Enugu north,Ogbette east
Enugu,Enugu north,Ogbette west
Enugu,Enugu north,Ogui township
Enugu,Enugu north,Onu-asata
Enugu,Enugu north,Udi siding/iva valley
Enugu,Enugu north,Umunevo
Enugu,Enugu south,Achara layout east
Enugu,Enugu south,Achara layout west
Enugu,Enugu south,Akwuke
Enugu,Enugu south,Amechi i
Enugu,Enugu south,Amechi ii
Enugu,Enugu south,Awkunanaw east
Enugu,Enugu south,Awkunanaw west
Enugu,Enugu south,Maryland
Enugu,Enugu south,Obeagu i
Enugu,Enugu south,Obeagu ii
Enugu,Enugu south,Ugwuaji
Enugu,Enugu south,Uwani east
Enugu,Enugu south,Uwani west
Enugu,Ezeagu,Agba umana
Enugu,Ezeagu,Aguobu (umumba)
Enugu,Ezeagu,Aguobu-owa 1
Enugu,Ezeagu,Aguobu-owa 11
Enugu,Ezeagu,Awha
Enugu,Ezeagu,Imezi owa i
Enugu,Ezeagu,Imezi owa ii
Enugu,Ezeagu,Iwollo
Enugu,Ezeagu,Mgbagbu owa i
Enugu,Ezeagu,Mgbagbu owa iii
Enugu,Ezeagu,Mgbagbu owa ii
Enugu,Ezeagu,Obe agu umana
Enugu,Ezeagu,Obinofia
Enugu,Ezeagu,Oghe i
Enugu,Ezeagu,Oghe ii
Enugu,Ezeagu,Okpogho
Enugu,Ezeagu,Olo/amagu umulokpa i
Enugu,Ezeagu,Ulo/amagu/umulokpa ii
Enugu,Ezeagu,Umana ndiagu
Enugu,Ezeagu,Umumba ndiumo
Enugu,Igbo etiti,Aku i
Enugu,Igbo etiti,Aku ii
Enugu,Igbo etiti,Aku iii
Enugu,Igbo etiti,Aku iv
Enugu,Igbo etiti,Aku v (idueme)
Enugu,Igbo etiti,Diogbe/umunko
Enugu,Igbo etiti,Ejuoha/udeme
Enugu,Igbo etiti,Ekwegbe i
Enugu,Igbo etiti,Ekwegbe ii
Enugu,Igbo etiti,Ikolo/ohebe
Enugu,Igbo etiti,Ohaodo i
Enugu,Igbo etiti,Ohaodo ii
Enugu,Igbo etiti,Onyohor/ochima/idoha
Enugu,Igbo etiti,Ozalla i
Enugu,Igbo etiti,Ozalla ii
Enugu,Igbo etiti,Ukehe i
Enugu,Igbo etiti,Ukehe ii
Enugu,Igbo etiti,Ukehe iii
Enugu,Igbo etiti,Ukehe iv
Enugu,Igbo etiti,Ukehe v
Enugu,Igbo eze north,Essodo 1
Enugu,Igbo eze north,Essodo 11
Enugu,Igbo eze north,Essodo 111
Enugu,Igbo eze north,Ette 1
Enugu,Igbo eze north,Ette 11
Enugu,Igbo eze north,Ette central
Enugu,Igbo eze north,Ezzodo
Enugu,Igbo eze north,Umuitodo i
Enugu,Igbo eze north,Umuitodo ii
Enugu,Igbo eze north,Umuitodo iii
Enugu,Igbo eze north,Umuozzi i
Enugu,Igbo eze north,Umuozzi ii
Enugu,Igbo eze north,Umuozzi iii
Enugu,Igbo eze north,Umuozzi iv
Enugu,Igbo eze north,Umuozzi ix
Enugu,Igbo eze north,Umuozzi v
Enugu,Igbo eze north,Umuozzi vi
Enugu,Igbo eze north,Umuozzi vii
Enugu,Igbo eze north,Umuozzi viii
Enugu,Igbo eze north,Umuozzi x
Enugu,Igbo eze south,Alor agu
Enugu,Igbo eze south,Amabo /hausa/ yoruba
Enugu,Igbo eze south,Echara
Enugu,Igbo eze south,Ezema ward
Enugu,Igbo eze south,Iheaka (likki/akutara ward)
Enugu,Igbo eze south,Iheaka (ugo akohi ward)
Enugu,Igbo eze south,Iheakpu (ajuona ogbagu ward)
Enugu,Igbo eze south,Iheakpu (ezzi ngwu ward)
Enugu,Igbo eze south,Itchi/uwani i
Enugu,Igbo eze south,Itchi/uwani ii
Enugu,Igbo eze south,Nkalagu obukpa
Enugu,Igbo eze south,Ovoko (ajuona ward)
Enugu,Igbo eze south,Ovoko (umuelo/ovoko agu ward)
Enugu,Igbo eze south,Ovoko (umulolo ward)
Enugu,Igbo eze south,Uhunowerre
Enugu,Igbo eze south,Unadu
Enugu,Isi uzo,Ehamufu i
Enugu,Isi uzo,Ehamufu ii
Enugu,Isi uzo,Ehamufu iii
Enugu,Isi uzo,Ehamufu iv
Enugu,Isi uzo,Ikem i
Enugu,Isi uzo,Ikem ii
Enugu,Isi uzo,Mbu i
Enugu,Isi uzo,Mbu ii
Enugu,Isi uzo,Neke i
Enugu,Isi uzo,Neke ii
Enugu,Isi uzo,Umualor
Enugu,Nkanu east,Akpawfu/isienu/amangunze
Enugu,Nkanu east,Amagunze
Enugu,Nkanu east,Amankanu/ogbahu
Enugu,Nkanu east,Amechi/idodo/oruku
Enugu,Nkanu east,Ihuokpara
Enugu,Nkanu east,Mburubu
Enugu,Nkanu east,Nara i
Enugu,Nkanu east,Nara ii
Enugu,Nkanu east,Nkerefi i
Enugu,Nkanu east,Nkerefi ii
Enugu,Nkanu east,Nomeh
Enugu,Nkanu east,Owo
Enugu,Nkanu east,Ugbawka i
Enugu,Nkanu east,Ugbawka ii
Enugu,Nkanu west,Agbani
Enugu,Nkanu west,Akegbe-ugwu (okwuo)
Enugu,Nkanu west,Akpugo ii
Enugu,Nkanu west,Akpugo iii
Enugu,Nkanu west,Akpugo iv
Enugu,Nkanu west,Akugbo iv
Enugu,Nkanu west,Amodu
Enugu,Nkanu west,Amurri
Enugu,Nkanu west,Ibite akegbe ugwu
Enugu,Nkanu west,Ndiuno uwani (akpugo i)
Enugu,Nkanu west,Obe
Enugu,Nkanu west,Obinagu uwani (akpugo i)
Enugu,Nkanu west,Obuoffia
Enugu,Nkanu west,Ozalla
Enugu,Nkanu west,Umueze
Enugu,Nsukka,Agbemebe/umabor
Enugu,Nsukka,Akalite
Enugu,Nsukka,Akpa/ozzi
Enugu,Nsukka,Alor-uno
Enugu,Nsukka,Ede-nta
Enugu,Nsukka,Ede-ukwu
Enugu,Nsukka,Edem-ani
Enugu,Nsukka,Eha-ndiagu
Enugu,Nsukka,Eha-uno
Enugu,Nsukka,Ejuona/uwani
Enugu,Nsukka,Ibagwani/ibagwaga okpaligbo
Enugu,Nsukka,Ibeku
Enugu,Nsukka,Ihe
Enugu,Nsukka,Mkpunano
Enugu,Nsukka,Nnu
Enugu,Nsukka,Obimo/ikwoka
Enugu,Nsukka,Obukpa
Enugu,Nsukka,Ogbozalla/idi
Enugu,Nsukka,Okpuje/okutu/anuka
Enugu,Nsukka,Owerre/umuoyo
Enugu,Oji-river,Achiagu i
Enugu,Oji-river,Achiagu ii
Enugu,Oji-river,Achiagu iii
Enugu,Oji-river,Achiuno i
Enugu,Oji-river,Achiuno ii
Enugu,Oji-river,Achiuno iii
Enugu,Oji-river,Achiuno iv
Enugu,Oji-river,Akpugoeze
Enugu,Oji-river,Awlaw
Enugu,Oji-river,Inyi i
Enugu,Oji-river,Inyi ii
Enugu,Oji-river,Inyi iii
Enugu,Oji-river,Inyi iv
Enugu,Oji-river,Oji-river i
Enugu,Oji-river,Oji-river ii
Enugu,Oji-river,Oji-river iii
Enugu,Oji-river,Oji-river iv
Enugu,Oji-river,Ugwuoba i
Enugu,Oji-river,Ugwuoba ii
Enugu,Oji-river,Ugwuoba iii
Enugu,Udenu,Amala
Enugu,Udenu,Ezimo
Enugu,Udenu,Imilike
Enugu,Udenu,Obollo-afor
Enugu,Udenu,Obollo-eke
Enugu,Udenu,Obollo-etiti
Enugu,Udenu,Ogbodu-aba
Enugu,Udenu,Orba i
Enugu,Udenu,Orba ii
Enugu,Udenu,Udunedem
Enugu,Udi,Abia
Enugu,Udi,Abor
Enugu,Udi,Affa/oghu/ikono
Enugu,Udi,Akpa kwume/nze
Enugu,Udi,Amokwe
Enugu,Udi,Awhum/ukana
Enugu,Udi,Ebe
Enugu,Udi,Egede/umuoka
Enugu,Udi,Eke
Enugu,Udi,Nachi
Enugu,Udi,Ngwo asa
Enugu,Udi,Ngwo uno
Enugu,Udi,Nsude
Enugu,Udi,Obinagu
Enugu,Udi,Obioma
Enugu,Udi,Okpatu
Enugu,Udi,Udi/agbudu
Enugu,Udi,Umuabi
Enugu,Udi,Umuaga
Enugu,Udi,Umulumgbe
Enugu,Uzo-uwani,Abbi
Enugu,Uzo-uwani,Adaba-nkume
Enugu,Uzo-uwani,Adani
Enugu,Uzo-uwani,Akpogu
Enugu,Uzo-uwani,Igga/asaba
Enugu,Uzo-uwani,Nimbo i
Enugu,Uzo-uwani,Nimbo ii
Enugu,Uzo-uwani,Nkpologu
Enugu,Uzo-uwani,Nrobo
Enugu,Uzo-uwani,Ogurugu
Enugu,Uzo-uwani,Ojo
Enugu,Uzo-uwani,Ugbene i
Enugu,Uzo-uwani,Ugbene ii
Enugu,Uzo-uwani,Ukpata
Enugu,Uzo-uwani,Umulokpa
Enugu,Uzo-uwani,Uvuru
Fct,Abaji,Abaji central
Fct,Abaji,Abaji north east
Fct,Abaji,Abaji south east
Fct,Abaji,Agyana/pandagi
Fct,Abaji,Alu mamagi
Fct,Abaji,Gawu
Fct,Abaji,Gurdi
Fct,Abaji,Nuku
Fct,Abaji,Rimba ebagi
Fct,Abaji,Yaba
Fct,Bwari,Bwari central
Fct,Bwari,Byazhin
Fct,Bwari,Dutse alhaji
Fct,Bwari,Igu
Fct,Bwari,Kawu
Fct,Bwari,Kubwa
Fct,Bwari,Kuduru
Fct,Bwari,Shere
Fct,Bwari,Ushafa
Fct,Bwari,Usuma
Fct,Gwagwalada,Dobi
Fct,Gwagwalada,Gwagwalada centre
Fct,Gwagwalada,Gwako
Fct,Gwagwalada,Ibwa
Fct,Gwagwalada,Ikwa
Fct,Gwagwalada,Kutunku
Fct,Gwagwalada,Paiko
Fct,Gwagwalada,Staff quarters
Fct,Gwagwalada,Tungan maje
Fct,Gwagwalada,Zuba
Fct,Kuje,Chibiri
Fct,Kuje,Gaube
Fct,Kuje,Gudun karya
Fct,Kuje,Gwargwada
Fct,Kuje,Kabi
Fct,Kuje,Kuje
Fct,Kuje,Kujekwa
Fct,Kuje,Kwaku
Fct,Kuje,Rubochi
Fct,Kuje,Yenche
Fct,Kwali,Ashara
Fct,Kwali,Dafa
Fct,Kwali,Gumbo
Fct,Kwali,Kilankwa
Fct,Kwali,Kundu
Fct,Kwali,Kwali ward
Fct,Kwali,Pai
Fct,Kwali,Wako
Fct,Kwali,Yangoji
Fct,Kwali,Yebu
Fct,Municipal,City centre
Fct,Municipal,Garki
Fct,Municipal,Gui
Fct,Municipal,Gwagwa
Fct,Municipal,Gwarinpa
Fct,Municipal,Jiwa
Fct,Municipal,Kabusa
Fct,Municipal,Karshi
Fct,Municipal,Karu
Fct,Municipal,Nyanya
Fct,Municipal,Orozo
Fct,Municipal,Wuse
Gombe,Akko,Akko
Gombe,Akko,Garko
Gombe,Akko,Kalshingi
Gombe,Akko,Kashere
Gombe,Akko,Kumo central
Gombe,Akko,Kumo east
Gombe,Akko,Kumo north
Gombe,Akko,Kumo west
Gombe,Akko,Pindiga
Gombe,Akko,Tukulma
Gombe,Akko,Tumu
Gombe,Balanga,Bambam
Gombe,Balanga,Bangu
Gombe,Balanga,Dadiya
Gombe,Balanga,Gelengu / balanga
Gombe,Balanga,Kindiyo
Gombe,Balanga,Kulani / degre /sikkam
Gombe,Balanga,Mwona
Gombe,Balanga,Nyuwar / jessu
Gombe,Balanga,Swa / ref / w. waja
Gombe,Balanga,Talasse / dong / reme
Gombe,Billiri,Baganje north
Gombe,Billiri,Baganje south
Gombe,Billiri,Bare
Gombe,Billiri,Billiri north
Gombe,Billiri,Billiri south
Gombe,Billiri,Kalmai
Gombe,Billiri,Tal
Gombe,Billiri,Tanglang
Gombe,Billiri,Todi
Gombe,Billiri,Tudu kwaya
Gombe,Dukku,Gombe abba
Gombe,Dukku,Hashidu
Gombe,Dukku,Jamari
Gombe,Dukku,Kunde
Gombe,Dukku,Lafiya
Gombe,Dukku,Malala
Gombe,Dukku,Waziri north
Gombe,Dukku,Waziri south / central
Gombe,Dukku,Wuro tale
Gombe,Dukku,Zange
Gombe,Dukku,Zaune
Gombe,Funakaye,Ashaka / magaba
Gombe,Funakaye,Bage
Gombe,Funakaye,Bajoga west
Gombe,Funakaye,Bajoga east
Gombe,Funakaye,Bodor / tilde
Gombe,Funakaye,Jillahi
Gombe,Funakaye,Kupto
Gombe,Funakaye,Ribadu
Gombe,Funakaye,Tongo
Gombe,Funakaye,Wawa / wakkulutu
Gombe,Gombe,Ajiya
Gombe,Gombe,Bajoga
Gombe,Gombe,Bolari east
Gombe,Gombe,Bolari west
Gombe,Gombe,Dawaki
Gombe,Gombe,Herwagana
Gombe,Gombe,Jeka dafari
Gombe,Gombe,Kumbiya - kumbiya
Gombe,Gombe,Nasarawa
Gombe,Gombe,Pantami
Gombe,Gombe,Shamaki
Gombe,Kaltungo,Awak
Gombe,Kaltungo,Bule / kaltin
Gombe,Kaltungo,Kaltungo east
Gombe,Kaltungo,Kaltungo west
Gombe,Kaltungo,Kamo
Gombe,Kaltungo,Tula - yiri
Gombe,Kaltungo,Tula baule
Gombe,Kaltungo,Tula wange
Gombe,Kaltungo,Tungo
Gombe,Kaltungo,Ture
Gombe,Kwami,Bojude
Gombe,Kwami,Daban fulani
Gombe,Kwami,Doho
Gombe,Kwami,Dukul
Gombe,Kwami,Gadam
Gombe,Kwami,Jurara
Gombe,Kwami,Komfulata
Gombe,Kwami,Kwami
Gombe,Kwami,Malam sidi
Gombe,Kwami,Malleri
Gombe,Nafada,Barwo / nasarawo
Gombe,Nafada,Barwo winde
Gombe,Nafada,Birin bolewa
Gombe,Nafada,Birin fulani east
Gombe,Nafada,Birin fulani west
Gombe,Nafada,Gudukku
Gombe,Nafada,Jigawa
Gombe,Nafada,Nafada central
Gombe,Nafada,Nafada east
Gombe,Nafada,Nafada west
Gombe,Shongom,Bangunji
Gombe,Shongom,Boh
Gombe,Shongom,Burak
Gombe,Shongom,Filiya
Gombe,Shongom,Gundale
Gombe,Shongom,Gwandum
Gombe,Shongom,Kulishin
Gombe,Shongom,Kushi
Gombe,Shongom,Lalaipido
Gombe,Shongom,Lapan
Gombe,Yalmaltu/ deba,Deba
Gombe,Yalmaltu/ deba,Difa / lubo / kinafa
Gombe,Yalmaltu/ deba,Gwani / shinga / wade
Gombe,Yalmaltu/ deba,Hinna
Gombe,Yalmaltu/ deba,Jagali north
Gombe,Yalmaltu/ deba,Jagali south
Gombe,Yalmaltu/ deba,Kanawa / wajari
Gombe,Yalmaltu/ deba,Kuri /lano / lambam
Gombe,Yalmaltu/ deba,Kwadon / liji / kurba
Gombe,Yalmaltu/ deba,Nono / kunwal / w. birdeka
Gombe,Yalmaltu/ deba,Zambul / kwali
Imo,Aboh mbaise,Amuzu
Imo,Aboh mbaise,Enyiogugu
Imo,Aboh mbaise,Ibeku
Imo,Aboh mbaise,Lagwa
Imo,Aboh mbaise,Lorji
Imo,Aboh mbaise,Mbutu
Imo,Aboh mbaise,Nguru-ahiato
Imo,Aboh mbaise,Nguru-nweke
Imo,Aboh mbaise,Nguru-nwenkwo
Imo,Aboh mbaise,Umuhu
Imo,Aboh mbaise,Uvuru 1
Imo,Aboh mbaise,Uvuru ii
Imo,Ahiazu mbaise,Amuzi/ihenworie
Imo,Ahiazu mbaise,Mpam
Imo,Ahiazu mbaise,Nnarambia
Imo,Ahiazu mbaise,Obohia/ekwereazu
Imo,Ahiazu mbaise,Ogbe
Imo,Ahiazu mbaise,Ogbor/umueze
Imo,Ahiazu mbaise,Okirika nweke
Imo,Ahiazu mbaise,Okirika nwenkwo
Imo,Ahiazu mbaise,Oparanadim
Imo,Ahiazu mbaise,Oru-na-lude
Imo,Ahiazu mbaise,Otulu/aguneze
Imo,Ahiazu mbaise,Umunumo/umuchieze
Imo,Ehime mbano,Agbaja
Imo,Ehime mbano,Nsu 'a' ikpe
Imo,Ehime mbano,Nsu 'b' ihitte
Imo,Ehime mbano,Nzerem/ikpem
Imo,Ehime mbano,Umualumaku/umuihim
Imo,Ehime mbano,Umueze i
Imo,Ehime mbano,Umueze ii/umueleke
Imo,Ehime mbano,Umuezeala
Imo,Ehime mbano,Umukabia
Imo,Ehime mbano,Umunakanu
Imo,Ehime mbano,Umunumo
Imo,Ezinihitte mbaise,Amumara
Imo,Ezinihitte mbaise,Chokoneze/akpodim/ife
Imo,Ezinihitte mbaise,Eziudo
Imo,Ezinihitte mbaise,Ihitte
Imo,Ezinihitte mbaise,Itu
Imo,Ezinihitte mbaise,Oboama/umunama
Imo,Ezinihitte mbaise,Okpofe / ezeagbogu
Imo,Ezinihitte mbaise,Onicha i
Imo,Ezinihitte mbaise,Onicha ii
Imo,Ezinihitte mbaise,Onicha iii
Imo,Ezinihitte mbaise,Onicha iv
Imo,Ezinihitte mbaise,Udo-na-obizi
Imo,Ideato north,Akpulu
Imo,Ideato north,Akwu owerre
Imo,Ideato north,Ezemazu/ozu
Imo,Ideato north,Isiokpo
Imo,Ideato north,Izuogu i
Imo,Ideato north,Izuogu ii
Imo,Ideato north,Ndi iheme arondizuogu
Imo,Ideato north,Ndimoko
Imo,Ideato north,Obodoukwu
Imo,Ideato north,Osina
Imo,Ideato north,Ozuakoki/umuago
Imo,Ideato north,Umuokwara/umuezeaga
Imo,Ideato north,Umuopia/umukegwu
Imo,Ideato north,Uzii/umualoma
Imo,Ideato south,Amanator/umueshi
Imo,Ideato south,Dikenafai
Imo,Ideato south,Isiekenesi i
Imo,Ideato south,Isiekenesi ii
Imo,Ideato south,Ntueke
Imo,Ideato south,Obiohia
Imo,Ideato south,Ogboko i
Imo,Ideato south,Ogboko ii
Imo,Ideato south,Ugbelle
Imo,Ideato south,Umuakam/umuago
Imo,Ideato south,Umuchima
Imo,Ideato south,Umuma isiaku
Imo,Ideato south,Umuobom
Imo,Ihitte/uboma (isinweke),Abueke
Imo,Ihitte/uboma (isinweke),Amainyi
Imo,Ihitte/uboma (isinweke),Amakohia
Imo,Ihitte/uboma (isinweke),Atonerim
Imo,Ihitte/uboma (isinweke),Awuchinumo
Imo,Ihitte/uboma (isinweke),Dimneze
Imo,Ihitte/uboma (isinweke),Ikperejere
Imo,Ihitte/uboma (isinweke),Okata
Imo,Ihitte/uboma (isinweke),Umuezegwu
Imo,Ihitte/uboma (isinweke),Umuihi
Imo,Ikeduru (iho),Akabo
Imo,Ikeduru (iho),Amaimo
Imo,Ikeduru (iho),Amakohia
Imo,Ikeduru (iho),Amatta
Imo,Ikeduru (iho),Atta i
Imo,Ikeduru (iho),Atta ii
Imo,Ikeduru (iho),Avuvu
Imo,Ikeduru (iho),Iho
Imo,Ikeduru (iho),Inyishi/umudim
Imo,Ikeduru (iho),Ngugo/ikembara
Imo,Ikeduru (iho),Ugirike / okwu / eziama
Imo,Ikeduru (iho),Uzoagba
Imo,Isiala mbano (umuelemai),Amaraku
Imo,Isiala mbano (umuelemai),Amauzari
Imo,Isiala mbano (umuelemai),Ibeme
Imo,Isiala mbano (umuelemai),Obollo
Imo,Isiala mbano (umuelemai),Ogbor
Imo,Isiala mbano (umuelemai),Osu-achara
Imo,Isiala mbano (umuelemai),Osu-owerre i
Imo,Isiala mbano (umuelemai),Osu-owerre ii
Imo,Isiala mbano (umuelemai),Osuama/anara
Imo,Isiala mbano (umuelemai),Ugiri/oka
Imo,Isiala mbano (umuelemai),Umunkwo
Imo,Isiala mbano (umuelemai),Umuozu
Imo,Isu (umundugba),Amandugba i
Imo,Isu (umundugba),Amandugba ii
Imo,Isu (umundugba),Amurie omanze i
Imo,Isu (umundugba),Amurie omanze ii
Imo,Isu (umundugba),Ekwe i
Imo,Isu (umundugba),Ekwe ii
Imo,Isu (umundugba),Isu njaba iii
Imo,Isu (umundugba),Isu-njaba i
Imo,Isu (umundugba),Isu-njaba ii
Imo,Isu (umundugba),Umundugba i
Imo,Isu (umundugba),Umundugba ii
Imo,Mbaitoli (nwaorieubi),Afara/eziama
Imo,Mbaitoli (nwaorieubi),Amaike mbieri
Imo,Mbaitoli (nwaorieubi),Ezinihitie mbieri
Imo,Mbaitoli (nwaorieubi),Ifakala
Imo,Mbaitoli (nwaorieubi),Ogbaku
Imo,Mbaitoli (nwaorieubi),Ogwa i
Imo,Mbaitoli (nwaorieubi),Ogwa ii
Imo,Mbaitoli (nwaorieubi),Orodo 'a'
Imo,Mbaitoli (nwaorieubi),Orodo 'b'
Imo,Mbaitoli (nwaorieubi),Ubomiri
Imo,Mbaitoli (nwaorieubi),Umunoha/azara
Imo,Mbaitoli (nwaorieubi),Umunwoha/mbieri/umuawu
Imo,Ngor okpala (umuneke),Amala/alulu/oburu/obokwe/ntu
Imo,Ngor okpala (umuneke),Elelem/obike
